,iteration,epoch,avg_disc_loss,avg_ae_loss,avg_recon_loss,timeT,timeV
4256,141,26,-0.1906,7508.3041,15473.7136,5.0659,0.7149
4257,141,27,-0.2043,7505.6887,15472.9527,5.1038,0.696
4258,141,28,-0.1766,7507.6883,15474.0247,5.0783,0.6934
4259,141,29,-0.1976,7504.1292,15472.6687,5.0279,0.679
4260,142,0,-0.2347,7536.0061,15545.8622,5.0463,0.6969
4261,142,1,-0.2523,7536.8072,15545.719,5.0481,0.692
4262,142,2,-0.2227,7535.2825,15545.1037,5.0605,0.6891
4263,142,3,-0.1986,7535.8924,15546.8648,5.0736,0.6842
4264,142,4,-0.2446,7535.2156,15542.2235,5.0401,0.6887
4265,142,5,-0.2117,7536.6373,15545.4625,5.0734,0.6859
4266,142,6,-0.2171,7535.6122,15543.82,5.0401,0.6945
4267,142,7,-0.2185,7538.4684,15543.2118,5.0545,0.6905
4268,142,8,-0.2504,7536.1674,15545.1819,5.0985,0.6841
4269,142,9,-0.2241,7538.714,15545.0344,5.0269,0.6796
4270,142,10,-0.2106,7538.1619,15543.3564,5.0624,0.6919
4271,142,11,-0.1969,7537.7975,15543.7606,5.073,0.689
4272,142,12,-0.2067,7534.7308,15543.9865,5.0166,0.6862
4273,142,13,-0.2415,7533.6754,15543.7938,5.0448,0.6989
4274,142,14,-0.1958,7537.6255,15544.5492,5.0882,0.6889
4275,142,15,-0.1796,7539.3706,15544.9381,5.049,0.6815
4276,142,16,-0.2429,7537.459,15543.3251,5.0226,0.6918
4277,142,17,-0.1759,7536.8741,15544.7017,5.0459,0.6865
4278,142,18,-0.1823,7534.9045,15544.5887,5.0491,0.6824
4279,142,19,-0.1722,7535.0128,15543.4381,5.004,0.6913
4280,142,20,-0.188,7538.7397,15543.0224,4.9986,0.6977
4281,142,21,-0.1982,7537.1321,15545.9823,5.0318,0.6922
4282,142,22,-0.1726,7536.2055,15544.269,5.0378,0.6882
4283,142,23,-0.202,7538.1088,15543.3684,5.0464,0.6878
4284,142,24,-0.2121,7535.273,15545.588,5.0419,0.6951
4285,142,25,-0.1778,7536.5896,15545.2681,5.0506,0.6905
4286,142,26,-0.1908,7538.1386,15545.3718,5.0931,0.6857
4287,142,27,-0.2039,7535.4933,15545.9298,5.0994,0.698
4288,142,28,-0.1765,7537.5023,15545.9506,5.1022,0.6888
4289,142,29,-0.1974,7533.9101,15543.8549,5.077,0.6943
4290,143,0,-0.239,7536.9342,15538.5715,5.0562,0.7024
4291,143,1,-0.2593,7537.8096,15539.0474,5.0484,0.6982
4292,143,2,-0.2287,7536.3323,15537.7133,5.0571,0.6944
4293,143,3,-0.2041,7536.9963,15540.5064,5.0882,0.6886
4294,143,4,-0.2502,7536.3363,15535.8315,5.0154,0.6912
4295,143,5,-0.2094,7537.7792,15539.172,5.0215,0.701
4296,143,6,-0.2165,7536.7676,15536.975,5.034,0.7057
4297,143,7,-0.2165,7539.6163,15536.5041,5.0544,0.6894
4298,143,8,-0.2497,7537.3437,15538.9068,5.0811,0.6968
4299,143,9,-0.2228,7539.8922,15538.7756,5.0974,0.696
4300,143,10,-0.2103,7539.3172,15536.6641,5.0877,0.6991
4301,143,11,-0.1959,7538.9477,15537.3955,5.0934,0.6927
4302,143,12,-0.2059,7535.9041,15537.4355,5.036,0.7015
4303,143,13,-0.2405,7534.8349,15537.8062,5.0219,0.7085
4304,143,14,-0.1947,7538.7974,15538.2639,5.0399,0.6936
4305,143,15,-0.1791,7540.5042,15538.9944,5.0306,0.7024
4306,143,16,-0.242,7538.607,15536.8068,5.084,0.6901
4307,143,17,-0.1752,7538.02,15538.6897,5.0816,0.6923
4308,143,18,-0.1816,7536.054,15538.5495,5.0454,0.6703
4309,143,19,-0.1716,7536.1692,15537.6211,4.9477,0.6772
4310,143,20,-0.1871,7539.8661,15536.3274,4.9197,0.6696
4311,143,21,-0.198,7538.2821,15540.4129,4.921,0.6674
4312,143,22,-0.172,7537.3418,15537.3869,4.8996,0.6698
4313,143,23,-0.2018,7539.2502,15537.1651,4.927,0.668
4314,143,24,-0.2114,7536.4104,15539.2838,4.9117,0.6773
4315,143,25,-0.1774,7537.7379,15539.062,4.9232,0.6742
4316,143,26,-0.1906,7539.2675,15539.2066,4.9174,0.6689
4317,143,27,-0.2039,7536.6444,15538.8752,4.9181,0.6613
4318,143,28,-0.1759,7538.6439,15539.1035,4.9271,0.67
4319,143,29,-0.1969,7535.0729,15537.844,4.9414,0.6724
4320,144,0,-0.2425,7537.1924,15543.0763,4.9505,0.6832
4321,144,1,-0.2621,7538.1125,15543.2267,4.958,0.6708
4322,144,2,-0.2321,7536.6149,15542.435,4.9455,0.6719
4323,144,3,-0.2068,7537.265,15544.204,4.9365,0.6843
4324,144,4,-0.2529,7536.6184,15539.4146,4.9384,0.6593
4325,144,5,-0.2065,7538.0543,15542.6434,4.9292,0.6757
4326,144,6,-0.2155,7537.0393,15541.3324,4.9391,0.6701
4327,144,7,-0.2147,7539.8995,15540.799,4.9429,0.672
4328,144,8,-0.2486,7537.6111,15543.1256,4.9305,0.6665
4329,144,9,-0.2217,7540.1867,15542.3472,4.9374,0.6715
4330,144,10,-0.2099,7539.6254,15540.6424,4.9127,0.6923
4331,144,11,-0.195,7539.2657,15541.3799,4.9028,0.6802
4332,144,12,-0.2047,7536.1854,15541.6169,4.9,0.6714
4333,144,13,-0.2393,7535.1402,15542.1038,4.9249,0.6764
4334,144,14,-0.194,7539.1074,15541.94,4.9168,0.6692
4335,144,15,-0.1786,7540.8277,15542.9802,4.9273,0.6742
4336,144,16,-0.2409,7538.9108,15540.9351,4.9245,0.6781
4337,144,17,-0.1745,7538.3328,15541.9036,4.92,0.6754
4338,144,18,-0.1812,7536.3541,15542.8964,4.9146,0.667
4339,144,19,-0.1709,7536.4729,15542.0742,4.9108,0.667
4340,144,20,-0.1863,7540.18,15540.7207,4.9137,0.6697
4341,144,21,-0.198,7538.6093,15544.0292,4.918,0.6742
4342,144,22,-0.172,7537.6812,15541.2266,4.916,0.6729
4343,144,23,-0.202,7539.5875,15541.528,4.9214,0.6729
4344,144,24,-0.2109,7536.7542,15543.2216,4.9232,0.6757
4345,144,25,-0.177,7538.0636,15543.1174,4.9103,0.6737
4346,144,26,-0.1905,7539.5916,15543.1021,4.918,0.6735
4347,144,27,-0.2038,7536.9518,15543.9878,4.9418,0.6819
4348,144,28,-0.1759,7538.968,15543.3544,5.0274,0.6925
4349,144,29,-0.1969,7535.3764,15541.2753,5.0364,0.7105
4350,145,0,-0.245,7465.3725,15394.8801,5.0267,0.6834
4351,145,1,-0.2644,7466.241,15396.6348,5.0464,0.6863
4352,145,2,-0.2345,7464.7949,15394.8113,5.0291,0.6787
4353,145,3,-0.2089,7465.4588,15396.8802,5.0266,0.6746
4354,145,4,-0.2545,7464.7878,15392.2649,5.0144,0.6777
4355,145,5,-0.2038,7466.2424,15395.9386,5.0074,0.6806
4356,145,6,-0.2143,7465.2629,15393.9812,5.0113,0.6905
4357,145,7,-0.2133,7468.0815,15393.8176,5.0574,0.689
4358,145,8,-0.2474,7465.8111,15395.43,5.0578,0.6901
4359,145,9,-0.2206,7468.3746,15395.9957,5.0997,0.6741
4360,145,10,-0.2092,7467.8091,15393.7159,5.0297,0.684
4361,145,11,-0.1938,7467.4412,15394.4002,5.0655,0.685
4362,145,12,-0.2037,7464.4097,15395.1466,5.0375,0.6842
4363,145,13,-0.2388,7463.3462,15394.6505,5.0725,0.6787
4364,145,14,-0.1932,7467.2857,15395.0899,5.0485,0.6922
4365,145,15,-0.1779,7468.9917,15395.8383,5.0615,0.6885
4366,145,16,-0.2404,7467.1037,15393.7533,5.063,0.6897
4367,145,17,-0.174,7466.5213,15395.5443,5.0597,0.6851
4368,145,18,-0.1805,7464.5521,15395.5813,5.0763,0.6851
4369,145,19,-0.1709,7464.6672,15394.3192,5.0582,0.6868
4370,145,20,-0.186,7468.3488,15392.5701,5.0493,0.6893
4371,145,21,-0.1974,7466.8008,15397.1782,5.052,0.6833
4372,145,22,-0.1716,7465.8562,15393.9254,5.0403,0.6721
4373,145,23,-0.2017,7467.7557,15394.5984,5.0458,0.6859
4374,145,24,-0.2107,7464.9219,15395.7058,5.0708,0.686
4375,145,25,-0.177,7466.2463,15395.6843,5.0694,0.6771
4376,145,26,-0.1903,7467.7608,15395.5205,5.073,0.6786
4377,145,27,-0.2036,7465.1584,15394.9851,5.0296,0.6846
4378,145,28,-0.1756,7467.1512,15395.7439,5.0569,0.6797
4379,145,29,-0.1969,7463.5701,15394.6261,5.0497,0.6857
4380,146,0,-0.2473,7465.1872,15402.367,5.0179,0.686
4381,146,1,-0.2664,7466.0929,15403.639,5.055,0.6953
4382,146,2,-0.2367,7464.6116,15401.7229,5.0493,0.6967
4383,146,3,-0.211,7465.2376,15403.2302,5.0621,0.6845
4384,146,4,-0.2563,7464.6048,15399.2524,5.0287,0.6863
4385,146,5,-0.2019,7466.0604,15402.5194,5.0338,0.6933
4386,146,6,-0.213,7465.0579,15400.7714,5.0534,0.6881
4387,146,7,-0.2119,7467.8941,15400.2982,5.0833,0.6895
4388,146,8,-0.2467,7465.6353,15402.5473,5.0988,0.6944
4389,146,9,-0.2198,7468.1924,15402.4774,5.088,0.6956
4390,146,10,-0.2087,7467.6299,15400.8852,5.0913,0.6939
4391,146,11,-0.1933,7467.2708,15401.2277,5.1139,0.6985
4392,146,12,-0.2026,7464.2213,15400.9458,5.0925,0.6914
4393,146,13,-0.2373,7463.1674,15401.566,5.0823,0.6971
4394,146,14,-0.1925,7467.1083,15401.7303,5.0641,0.7037
4395,146,15,-0.1775,7468.8224,15401.9,5.0811,0.6841
4396,146,16,-0.2396,7466.9222,15400.2661,5.06,0.6875
4397,146,17,-0.1735,7466.3403,15401.874,5.0662,0.6916
4398,146,18,-0.1798,7464.3916,15402.2162,5.0318,0.6964
4399,146,19,-0.1703,7464.5161,15401.826,5.0852,0.6924
4400,146,20,-0.185,7468.1805,15400.1193,5.0909,0.6967
4401,146,21,-0.1975,7466.6198,15403.8344,5.073,0.6963
4402,146,22,-0.1713,7465.6857,15400.7123,5.0229,0.6884
4403,146,23,-0.2014,7467.5762,15401.2345,5.0121,0.6961
4404,146,24,-0.2107,7464.7654,15402.6871,5.0098,0.6975
4405,146,25,-0.1768,7466.0581,15403.1521,5.0509,0.6878
4406,146,26,-0.1905,7467.5751,15402.0027,5.0652,0.694
4407,146,27,-0.2038,7464.9608,15402.6897,5.0727,0.7007
4408,146,28,-0.1756,7466.9759,15403.0769,5.0733,0.6877
4409,146,29,-0.1964,7463.3903,15400.4683,5.0053,0.6765
4410,147,0,-0.2492,7466.7999,15405.1688,4.9417,0.6697
4411,147,1,-0.2683,7467.7158,15405.7999,4.9522,0.6857
4412,147,2,-0.2387,7466.2446,15404.693,4.9652,0.6747
4413,147,3,-0.2129,7466.8582,15405.5075,4.9313,0.6741
4414,147,4,-0.2577,7466.2281,15402.0116,4.9382,0.6707
4415,147,5,-0.1997,7467.69,15404.8028,4.929,0.6631
4416,147,6,-0.2116,7466.7021,15403.0929,4.9143,0.6652
4417,147,7,-0.2104,7469.5176,15403.2194,4.894,0.6769
4418,147,8,-0.2454,7467.2587,15405.0476,4.927,0.6615
4419,147,9,-0.2186,7469.807,15404.531,4.9381,0.673
4420,147,10,-0.2082,7469.2617,15403.2574,4.9143,0.6653
4421,147,11,-0.1929,7468.902,15403.5232,4.9443,0.6759
4422,147,12,-0.2015,7465.8498,15402.9356,4.9493,0.676
4423,147,13,-0.2366,7464.8053,15404.26,4.9322,0.6642
4424,147,14,-0.1916,7468.7399,15404.438,4.9423,0.6704
4425,147,15,-0.1769,7470.4481,15404.307,4.9357,0.6792
4426,147,16,-0.2395,7468.5607,15403.3762,4.931,0.6626
4427,147,17,-0.1725,7467.9695,15404.4498,4.9467,0.6636
4428,147,18,-0.1792,7466.0271,15404.6863,4.9385,0.6743
4429,147,19,-0.1703,7466.146,15403.9839,4.9373,0.6678
4430,147,20,-0.1846,7469.812,15402.1712,4.9347,0.6633
4431,147,21,-0.1973,7468.2357,15405.8001,4.9317,0.6695
4432,147,22,-0.1711,7467.3094,15403.5072,4.9285,0.683
4433,147,23,-0.2012,7469.2017,15403.9271,4.9228,0.6731
4434,147,24,-0.2108,7466.3894,15405.6663,4.9187,0.6572
4435,147,25,-0.1764,7467.6855,15405.8318,4.9319,0.6655
4436,147,26,-0.1905,7469.2062,15405.6896,4.9214,0.6792
4437,147,27,-0.2031,7466.5876,15405.0111,4.918,0.6724
4438,147,28,-0.1754,7468.5692,15405.4738,4.9114,0.6723
4439,147,29,-0.1963,7465.0011,15403.354,4.9267,0.6742
4440,148,0,-0.2511,7402.724,15277.3805,4.9292,0.6679
4441,148,1,-0.2698,7403.6334,15277.6158,4.9425,0.6645
4442,148,2,-0.2406,7402.1594,15276.5124,4.9241,0.6691
4443,148,3,-0.2147,7402.7707,15277.8591,4.9348,0.6791
4444,148,4,-0.2595,7402.1536,15274.4916,4.9436,0.6758
4445,148,5,-0.1976,7403.5997,15276.3271,4.9216,0.6675
4446,148,6,-0.2103,7402.6253,15275.0126,4.9195,0.6748
4447,148,7,-0.2093,7405.4466,15275.1428,4.9227,0.6749
4448,148,8,-0.2447,7403.1947,15276.9288,4.9672,0.6822
4449,148,9,-0.2179,7405.7451,15276.5214,5.0146,0.6993
4450,148,10,-0.2077,7405.1878,15275.2262,5.0093,0.6867
4451,148,11,-0.1922,7404.8411,15275.2357,5.0085,0.6864
4452,148,12,-0.2007,7401.7907,15275.1062,5.0504,0.6833
4453,148,13,-0.2355,7400.7409,15276.1603,5.0465,0.6819
4454,148,14,-0.1909,7404.659,15276.0663,5.0366,0.6919
4455,148,15,-0.1765,7406.3585,15276.8067,5.0281,0.6821
4456,148,16,-0.2387,7404.4743,15275.0193,5.0414,0.6854
4457,148,17,-0.172,7403.8939,15276.2007,5.0363,0.6797
4458,148,18,-0.1785,7401.9522,15276.2375,5.0654,0.699
4459,148,19,-0.1695,7402.079,15276.5654,5.0701,0.6842
4460,148,20,-0.1839,7405.7367,15274.7436,5.0544,0.6937
4461,148,21,-0.1967,7404.1583,15278.3708,5.0548,0.7204
4462,148,22,-0.1709,7403.2374,15275.5696,5.0408,0.6872
4463,148,23,-0.2008,7405.1431,15275.724,5.0667,0.6959
4464,148,24,-0.2105,7402.3367,15276.98,5.0758,0.6945
4465,148,25,-0.1763,7403.6158,15277.5032,5.0401,0.6968
4466,148,26,-0.1902,7405.1376,15277.2903,5.0509,0.697
4467,148,27,-0.203,7402.5443,15276.2269,5.054,0.6874
4468,148,28,-0.1752,7404.5234,15277.468,5.0726,0.6887
4469,148,29,-0.1959,7400.9728,15275.823,5.0699,0.6885
4470,149,0,-0.253,7407.9721,15287.2084,5.0503,0.7019
4471,149,1,-0.2713,7408.8985,15288.2157,5.0651,0.6933
4472,149,2,-0.2422,7407.4223,15286.4755,5.0836,0.6918
4473,149,3,-0.2161,7408.0337,15287.3114,5.0688,0.6912
4474,149,4,-0.2608,7407.4151,15284.1295,5.0633,0.6915
4475,149,5,-0.1958,7408.8635,15286.6866,5.1091,0.6863
4476,149,6,-0.2095,7407.8753,15285.2346,5.0637,0.7084
4477,149,7,-0.208,7410.7007,15284.5807,5.0471,0.6923
4478,149,8,-0.2434,7408.4525,15287.0613,5.0707,0.6884
4479,149,9,-0.2159,7411.0038,15286.7846,5.0536,0.6895
4480,149,10,-0.2074,7410.4492,15284.991,5.0435,0.6871
4481,149,11,-0.1914,7410.1022,15285.9766,5.0158,0.6881
4482,149,12,-0.1996,7407.0472,15285.4595,5.063,0.6948
4483,149,13,-0.2347,7406.0068,15286.0717,5.0663,0.6954
4484,149,14,-0.1894,7409.9226,15286.31,5.0464,0.6925
4485,149,15,-0.1756,7411.6297,15286.5313,5.0561,0.6874
4486,149,16,-0.238,7409.7376,15285.1476,5.0478,0.7002
4487,149,17,-0.1712,7409.1523,15285.9925,5.0724,0.6921
4488,149,18,-0.178,7407.2223,15286.4221,5.093,0.7008
4489,149,19,-0.1696,7407.3428,15286.5177,5.0932,0.6984
4490,149,20,-0.1838,7410.9913,15284.8555,5.0889,0.6941
4491,149,21,-0.1966,7409.4167,15288.1836,5.0835,0.7061
4492,149,22,-0.1706,7408.5026,15285.1372,5.0827,0.6947
4493,149,23,-0.201,7410.3854,15285.4472,5.0679,0.6929
4494,149,24,-0.21,7407.5716,15287.586,5.0653,0.688
4495,149,25,-0.1761,7408.8542,15287.6689,5.0773,0.699
4496,149,26,-0.1901,7410.3755,15287.1155,5.0639,0.6957
4497,149,27,-0.2027,7407.7738,15286.3229,5.0122,0.6989
4498,149,28,-0.1747,7409.7609,15287.3177,5.0464,0.6936
4499,149,29,-0.1954,7406.203,15285.4615,5.069,0.7082
4500,150,0,-0.2548,7408.6866,15281.6425,5.0622,0.6991
4501,150,1,-0.2726,7409.6048,15282.5767,5.075,0.6992
4502,150,2,-0.2438,7408.1339,15281.5512,5.0692,0.7036
4503,150,3,-0.2177,7408.7531,15281.7368,5.0448,0.6941
4504,150,4,-0.2622,7408.1293,15278.3509,5.015,0.6976
4505,150,5,-0.1939,7409.578,15281.1803,5.019,0.6916
4506,150,6,-0.2083,7408.6172,15280.0622,5.0045,0.6951
4507,150,7,-0.2069,7411.4223,15278.8524,5.0534,0.6917
4508,150,8,-0.243,7409.1766,15281.1453,5.0732,0.7017
4509,150,9,-0.2151,7411.7381,15281.3368,5.0436,0.6908
4510,150,10,-0.2067,7411.1731,15279.174,5.0243,0.6791
4511,150,11,-0.1908,7410.8338,15279.681,4.9984,0.6742
4512,150,12,-0.1989,7407.7787,15280.1262,4.9638,0.679
4513,150,13,-0.2343,7406.7407,15280.8044,4.9707,0.6817
4514,150,14,-0.1899,7410.65,15280.4995,4.9589,0.6731
4515,150,15,-0.1751,7412.3504,15281.2275,4.9515,0.6911
4516,150,16,-0.2379,7410.4594,15279.3263,4.9545,0.6756
4517,150,17,-0.1711,7409.8767,15279.8709,4.9673,0.6798
4518,150,18,-0.1774,7407.9449,15281.562,4.9419,0.6712
4519,150,19,-0.1688,7408.0862,15280.4153,4.9293,0.6711
4520,150,20,-0.1834,7411.7264,15279.1106,4.9357,0.6687
4521,150,21,-0.1965,7410.1457,15282.6074,4.9381,0.665
4522,150,22,-0.1701,7409.2269,15279.7889,4.9407,0.6725
4523,150,23,-0.2003,7411.1027,15279.9911,4.935,0.6725
4524,150,24,-0.2095,7408.2876,15281.9839,4.9406,0.6843
4525,150,25,-0.1758,7409.5763,15281.9811,4.9244,0.6771
4526,150,26,-0.1895,7411.1206,15281.0993,4.9186,0.6756
4527,150,27,-0.2022,7408.5054,15280.7109,4.9297,0.6717
4528,150,28,-0.1751,7410.4879,15281.8555,4.9503,0.6672
4529,150,29,-0.1951,7406.9403,15279.6451,4.93,0.6781
4530,151,0,-0.2566,7408.3515,15278.9981,4.9348,0.6722
4531,151,1,-0.2739,7409.2653,15280.9684,4.9313,0.6817
4532,151,2,-0.2456,7407.8136,15278.4689,4.9391,0.6791
4533,151,3,-0.2191,7408.4252,15279.6466,4.9276,0.6752
4534,151,4,-0.2633,7407.798,15276.3947,4.9225,0.6756
4535,151,5,-0.192,7409.2436,15279.6266,4.9429,0.6729
4536,151,6,-0.2073,7408.2871,15278.4155,4.9332,0.676
4537,151,7,-0.2064,7411.0901,15276.3439,4.9547,0.6745
4538,151,8,-0.2421,7408.8398,15279.5541,4.9347,0.6732
4539,151,9,-0.2146,7411.4039,15279.7463,4.934,0.6712
4540,151,10,-0.2063,7410.8352,15277.5362,4.9182,0.6664
4541,151,11,-0.1909,7410.502,15278.6192,4.9287,0.6712
4542,151,12,-0.1987,7407.4488,15278.5438,4.9171,0.6757
4543,151,13,-0.2327,7406.4043,15278.9447,4.9292,0.6749
4544,151,14,-0.1893,7410.3012,15279.4144,4.9311,0.6705
4545,151,15,-0.1749,7412.0047,15279.184,4.9256,0.6703
4546,151,16,-0.2374,7410.1155,15277.8078,4.9202,0.6748
4547,151,17,-0.1708,7409.515,15278.3284,4.9275,0.674
4548,151,18,-0.1772,7407.5969,15279.3333,4.9323,0.681
4549,151,19,-0.1684,7407.7338,15278.56,4.9699,0.667
4550,151,20,-0.183,7411.3732,15277.5193,4.964,0.6713
4551,151,21,-0.1963,7409.7966,15280.7664,4.9964,0.6911
4552,151,22,-0.17,7408.8886,15277.9296,4.9586,0.6868
4553,151,23,-0.2005,7410.781,15277.9241,4.9655,0.6913
4554,151,24,-0.2092,7407.9741,15279.6734,4.9901,0.6767
4555,151,25,-0.176,7409.2578,15280.2503,4.9781,0.6799
4556,151,26,-0.1896,7410.7752,15279.5967,4.9782,0.6824
4557,151,27,-0.2027,7408.1853,15279.1777,4.961,0.6827
4558,151,28,-0.1747,7410.1587,15279.715,4.9278,0.6715
4559,151,29,-0.1952,7406.6067,15278.2551,4.9041,0.6705
4560,152,0,-0.2556,7407.9639,15280.4307,4.8471,0.6546
4561,152,1,-0.2701,7408.8042,15281.5701,4.8673,0.6404
4562,152,2,-0.243,7407.334,15279.7014,4.8487,0.6449
4563,152,3,-0.2187,7407.9338,15280.7791,4.7445,0.6391
4564,152,4,-0.263,7407.3006,15278.0318,4.8412,0.671
4565,152,5,-0.1991,7408.7424,15280.1423,5.0677,0.8509
4566,152,6,-0.2119,7407.7842,15279.506,5.2237,0.693
4567,152,7,-0.2105,7410.6036,15278.0275,5.0339,0.6878
4568,152,8,-0.241,7408.3444,15280.8602,5.036,0.6887
4569,152,9,-0.2138,7410.9177,15280.2011,5.0588,0.6899
4570,152,10,-0.2058,7410.3495,15278.8895,5.0255,0.6837
4571,152,11,-0.1898,7410.0245,15279.5227,5.046,0.7047
4572,152,12,-0.1983,7406.9593,15279.2443,5.046,0.708
4573,152,13,-0.2328,7405.9229,15280.0183,5.0838,0.6981
4574,152,14,-0.1889,7409.8288,15280.2378,5.0655,0.699
4575,152,15,-0.174,7411.5318,15280.2168,5.0681,0.7026
4576,152,16,-0.2372,7409.6385,15278.1414,5.1124,0.7025
4577,152,17,-0.1702,7409.0454,15279.6797,5.0669,0.6937
4578,152,18,-0.1765,7407.1277,15280.5253,5.0444,0.6879
4579,152,19,-0.1673,7407.2578,15279.2919,5.0396,0.699
4580,152,20,-0.1829,7410.9043,15278.7294,5.0706,0.7128
4581,152,21,-0.1961,7409.3266,15281.7182,5.0884,0.7065
4582,152,22,-0.1696,7408.414,15279.0973,5.0472,0.6997
4583,152,23,-0.2002,7410.2956,15278.9009,5.0509,0.7007
4584,152,24,-0.2095,7407.4862,15280.7852,5.0375,0.6972
4585,152,25,-0.1755,7408.76,15281.3405,5.0779,0.6914
4586,152,26,-0.1895,7410.2835,15280.1443,5.1087,0.6937
4587,152,27,-0.2015,7407.6846,15280.4144,5.0579,0.6898
4588,152,28,-0.1748,7409.6732,15280.9022,5.0386,0.6994
4589,152,29,-0.1947,7406.119,15278.8922,5.0496,0.6828
4590,153,0,-0.2561,7408.1807,15281.4083,5.0347,0.6935
4591,153,1,-0.2696,7409.0221,15282.5761,5.0768,0.7032
4592,153,2,-0.2424,7407.559,15280.3411,5.121,0.7099
4593,153,3,-0.2193,7408.1514,15281.8463,5.0743,0.6986
4594,153,4,-0.2634,7407.5232,15279.0819,5.0316,0.6967
4595,153,5,-0.203,7408.9549,15281.0322,5.0463,0.6937
4596,153,6,-0.2147,7408.0015,15280.5342,5.0357,0.693
4597,153,7,-0.2128,7410.8343,15278.5817,5.0468,0.6983
4598,153,8,-0.2399,7408.5838,15281.7939,5.0389,0.7126
4599,153,9,-0.2126,7411.1501,15280.4928,5.0837,0.6948
4600,153,10,-0.2055,7410.588,15279.3536,5.0786,0.6943
4601,153,11,-0.1889,7410.2592,15280.1434,5.0454,0.6949
4602,153,12,-0.1973,7407.1999,15279.751,5.0573,0.6994
4603,153,13,-0.2326,7406.1465,15280.466,5.073,0.7096
4604,153,14,-0.1886,7410.0694,15280.7239,5.0926,0.7102
4605,153,15,-0.1737,7411.7662,15280.5465,5.0935,0.6989
4606,153,16,-0.237,7409.8672,15278.9196,5.0907,0.713
4607,153,17,-0.1701,7409.2889,15280.5961,5.0829,0.7133
4608,153,18,-0.1754,7407.3566,15281.5506,5.0781,0.7097
4609,153,19,-0.167,7407.4886,15280.374,5.0843,0.7051
4610,153,20,-0.1827,7411.1449,15279.8671,5.074,0.6969
4611,153,21,-0.1958,7409.5512,15282.6538,5.0787,0.697
4612,153,22,-0.1692,7408.6398,15279.8324,5.0573,0.6909
4613,153,23,-0.1999,7410.5174,15279.7623,5.0301,0.7016
4614,153,24,-0.2095,7407.711,15281.7855,5.0216,0.6952
4615,153,25,-0.175,7408.9895,15281.8226,5.0363,0.6966
4616,153,26,-0.1887,7410.5323,15281.4406,5.062,0.7034
4617,153,27,-0.2012,7407.9247,15281.5929,5.0933,0.7032
4618,153,28,-0.1747,7409.9127,15281.4194,5.0839,0.7096
4619,153,29,-0.1945,7406.3791,15278.6839,5.0965,0.6959
4620,154,0,-0.2567,7408.667,15278.636,5.0341,0.7061
4621,154,1,-0.2694,7409.4961,15279.2762,5.0308,0.6976
4622,154,2,-0.2425,7408.0491,15276.676,5.0242,0.6987
4623,154,3,-0.22,7408.6393,15278.9713,5.0462,0.7002
4624,154,4,-0.2635,7407.9934,15275.4304,5.0612,0.7041
4625,154,5,-0.206,7409.4196,15277.7728,5.0825,0.7136
4626,154,6,-0.2169,7408.4745,15277.7589,5.0679,0.6842
4627,154,7,-0.2147,7411.3224,15275.9293,4.9391,0.6724
4628,154,8,-0.2388,7409.0677,15278.4436,4.9175,0.6693
4629,154,9,-0.2116,7411.6288,15277.6072,4.9125,0.6757
4630,154,10,-0.2045,7411.0751,15276.0342,4.8974,0.6762
4631,154,11,-0.1878,7410.7506,15276.9251,4.917,0.6851
4632,154,12,-0.1968,7407.6814,15276.7805,4.9195,0.6761
4633,154,13,-0.2317,7406.6367,15277.9534,4.908,0.6705
4634,154,14,-0.1875,7410.5464,15277.3096,4.9089,0.6749
4635,154,15,-0.173,7412.2579,15277.2724,4.9221,0.6683
4636,154,16,-0.2365,7410.3439,15276.2369,4.9185,0.6729
4637,154,17,-0.1695,7409.7659,15276.9965,4.9196,0.6846
4638,154,18,-0.175,7407.8236,15278.4158,4.9511,0.6696
4639,154,19,-0.1662,7407.9687,15277.3408,4.9388,0.6637
4640,154,20,-0.1821,7411.6221,15276.4525,4.9301,0.6735
4641,154,21,-0.1956,7410.0326,15279.7712,4.935,0.6824
4642,154,22,-0.1684,7409.1276,15277.479,4.9372,0.6598
4643,154,23,-0.2003,7410.9936,15276.9082,4.9291,0.681
4644,154,24,-0.209,7408.201,15278.2798,4.919,0.6732
4645,154,25,-0.1757,7409.4659,15278.6218,4.9284,0.6793
4646,154,26,-0.1888,7411.0172,15278.2377,4.9272,0.6759
4647,154,27,-0.2012,7408.4017,15278.4791,4.9222,0.6751
4648,154,28,-0.1745,7410.3817,15278.2172,4.9268,0.6722
4649,154,29,-0.1944,7406.8565,15275.7905,4.9341,0.6877
4650,155,0,-0.2588,7408.203,15280.8117,4.9426,0.6778
4651,155,1,-0.2748,7409.0861,15281.6023,4.9421,0.6814
4652,155,2,-0.2472,7407.6529,15278.7401,4.9247,0.6721
4653,155,3,-0.2229,7408.2594,15280.0866,4.9236,0.673
4654,155,4,-0.2663,7407.6249,15278.0491,4.9382,0.6931
4655,155,5,-0.2012,7409.0541,15279.5112,4.9476,0.6736
4656,155,6,-0.2143,7408.098,15279.7648,4.9367,0.6801
4657,155,7,-0.2115,7410.9567,15278.3694,4.9333,0.6755
4658,155,8,-0.2384,7408.6868,15280.5078,4.9133,0.6847
4659,155,9,-0.2106,7411.2636,15279.6659,4.9414,0.6757
